V1,V2,V3,V4,V5,V6,V7
11/09/2019,223.384.823.474,18/09/2019,7,"85,6000","86,000","85,987"
10/09/2019,235.332.541.528,17/09/2019,7,"85,6000","86,000","85,991"
09/09/2019,245.699.468.361,16/09/2019,7,"85,6000","86,000","85,983"
06/09/2019,204.353.828.607,06/09/2019,7,"84,4900","86,000","85,828"
05/09/2019,198.911.298.526,12/09/2019,7,"85,0000","86,000","85,801"
04/09/2019,227.483.328.616,11/09/2019,7,"84,9500","86,000","85,798"
03/09/2019,232.183.815.411,10/09/2019,7,"82,0000","86,000","85,732"
02/09/2019,246.622.544.095,09/09/2019,7,"75,0000","86,000","85,275"
30/08/2019,165.109.218.387,06/09/2019,7,"75,0000","85,000","83,264"
29/08/2019,161.173.928.978,05/09/2019,7,"74,9500","79,900","78,207"
28/08/2019,200.413.461.948,04/09/2019,7,"74,9000","75,000","74,983"
27/08/2019,190.166.694.397,03/09/2019,7,"74,9100","75,000","74,988"
26/08/2019,321.814.951.070,02/09/2019,7,"74,9000","75,000","74,987"
23/08/2019,280.755.150.271,30/08/2019,7,"74,9000","75,000","74,984"
22/08/2019,268.242.761.220,29/08/2019,7,"74,9000","75,000","74,979"
21/08/2019,255.489.477.373,21/08/2019,7,"74,9000","75,000","74,977"
20/08/2019,144.925.890.152,27/08/2019,7,"74,8000","75,000","74,964"
16/08/2019,336.667.047.618,26/08/2019,10,"74,7000","75,000","74,972"
15/08/2019,284.808.565.436,23/08/2019,8,"74,6000","75,000","74,960"
14/08/2019,272.685.367.640,22/08/2019,8,"74,2500","75,000","74,929"
13/08/2019,286.269.987.376,21/08/2019,8,"72,0000","75,000","74,854"
12/08/2019,99.792.193.150,20/08/2019,8,"70,0000","75,000","74,782"
09/08/2019,268.054.219.757,16/08/2019,7,"63,3800","63,850","63,706"
08/08/2019,248.126.705.468,15/08/2019,7,"62,9300","63,640","63,383"
07/08/2019,243.224.786.909,14/08/2019,7,"62,2400","63,290","62,930"
06/08/2019,272.400.100.807,13/08/2019,7,"61,2500","62,740","62,280"
05/08/2019,257.061.887.099,12/08/2019,7,"61,0000","62,190","61,589"
02/08/2019,255.118.300.258,09/08/2019,7,"60,4700","61,250","61,009"
01/08/2019,244.296.065.642,08/08/2019,7,"60,2000","60,850","60,648"
31/07/2019,245.498.906.095,07/08/2019,7,"60,1000","60,550","60,396"
30/07/2019,270.180.530.678,06/08/2019,7,"58,7900","60,400","60,272"
29/07/2019,279.397.259.413,05/08/2019,7,"59,6000","60,220","59,994"
26/07/2019,265.881.127.229,02/08/2019,7,"59,0000","59,900","59,587"
25/07/2019,217.698.938.591,01/07/2019,7,"59,6000","60,220","59,232"
24/07/2019,255.808.465.712,31/07/2019,7,"58,7900","59,190","59,009"
23/07/2019,218.877.625.327,30/07/2019,7,"58,5700","59,050","58,910"
22/07/2019,232.465.564.191,29/07/2019,7,"58,5000","58,980","58,777"
19/07/2019,244.053.132.022,26/07/2019,7,"58,4000","58,900","58,708"
18/07/2019,233.773.186.056,25/07/2019,7,"58,4900","58,780","58,724"
17/07/2019,255.933.204.093,24/07/2019,7,"58,4700","58,850","58,738"
16/07/2019,233.389.332.196,23/07/2019,7,"58,3500","58,890","58,800"
15/07/2019,186.365.567.005,22/07/2019,7,"58,5500","59,000","58,833"
12/07/2019,259.177.913.638,19/07/2019,7,"58,6000","59,100","59,011"
11/07/2019,252.350.463.014,18/07/2019,7,"58,9400","59,350","59,161"
10/07/2019,272.247.228.135,17/07/2019,7,"59,0000","59,600","59,484"
05/07/2019,246.589.996.182,16/07/2019,11,"59,4800","60,040","59,895"
04/07/2019,210.782.174.265,15/07/2019,11,"59,5000","60,500","60,339"
03/07/2019,248.805.467.804,12/07/2019,9,"59,9000","61,000","60,795"
02/07/2019,260.313.833.533,11/07/2019,9,"60,7900","61,750","61,378"
01/07/2019,259.534.500.000,10/07/2019,9,"61,4300","62,470","62,080"
28/06/2019,246.683.378.937,05/07/2019,7,"62,5000","63,090","62,688"
27/06/2019,218.869.516.593,04/07/2019,7,"62,5000","62,900","62,595"
26/06/2019,178.107.032.887,03/07/2019,7,"62,5000","62,850","62,604"
25/06/2019,225.122.845.753,02/08/2019,7,"62,5000","63,130","63,025"
24/06/2019,236.993.203.629,01/07/2019,7,"62,7900","63,940","63,839"
21/06/2019,238.361.886.977,28/06/2019,7,"63,3000","64,800","64,616"
19/06/2019,217.728.420.293,27/06/2019,8,"64,2500","65,600","65,441"
18/06/2019,210.065.515.838,26/06/2019,8,"65,4900","66,300","66,105"
14/06/2019,239.889.776.318,25/06/2019,11,"65,8700","66,950","66,663"
13/06/2019,234.814.625.275,22/06/2019,11,"66,7500","67,550","67,313"
12/06/2019,212.503.159.992,21/06/2019,9,"66,4900","68,350","67,977"
11/06/2019,222.199.610.768,19/06/2019,8,"68,6000","69,000","68,889"
10/06/2019,230.017.878.456,18/06/2019,8,"68,9700","69,390","69,241"
07/06/2019,225.463.536.712,14/06/2019,7,"68,7500","69,740","69,610"
06/06/2019,225.617.012.529,13/06/2019,7,"69,7500","70,090","69,967"
05/06/2019,235.102.870.660,12/06/2019,7,"69,9900","70,585","70,275"
04/06/2019,223.700.461.649,11/06/2019,7,"70,0000","70,630","70,532"
03/06/2019,230.693.117.512,10/06/2019,7,"70,3000","70,790","70,691"
31/05/2019,220.401.120.589,07/06/2019,7,"70,4800","70,870","70,730"
30/05/2019,168.451.949.123,06/06/2019,7,"70,4900","70,880","70,752"
29/05/2019,190.691.645.279,05/06/2019,7,"70,2500","70,900","70,747"
28/05/2019,208.479.790.417,04/06/2019,7,"70,2500","70,920","70,793"
27/05/2019,194.178.491.371,03/06/2019,7,"70,2000","70,990","70,823"
24/05/2019,229.547.106.264,31/05/2019,7,"70,2000","71,100","70,904"
23/05/2019,206.344.361.164,30/05/2019,7,"70,4500","71,150","70,892"
22/05/2019,196.959.686.594,29/05/2019,7,"69,9800","71,250","70,985"
21/05/2019,220.914.779.891,28/05/2019,7,"70,1500","71,380","71,218"
20/05/2019,208.775.896.345,27/05/2019,7,"71,1500","71,500","71,441"
17/05/2019,221.899.519.686,24/05/2019,7,"71,0000","71,600","71,476"
16/05/2019,219.687.959.862,23/05/2019,7,"71,1000","71,700","71,571"
15/05/2019,208.302.239.862,22/05/2019,7,"70,8900","71,800","71,602"
14/05/2019,197.162.651.003,21/05/2019,7,"71,2000","71,850","71,627"
13/05/2019,195.710.701.857,20/05/2019,7,"71,0000","71,980","71,743"
10/05/2019,217.068.816.329,17/05/2019,7,"71,3500","72,250","72,053"
09/05/2019,217.002.278.465,16/05/2019,7,"72,0000","72,739","72,481"
08/05/2019,225.409.923.106,15/05/2019,7,"72,1900","73,079","72,875"
07/05/2019,215.203.046.791,14/05/2019,7,"72,9320","73,450","73,242"
06/05/2019,217.215.103.436,13/05/2019,7,"72,4900","73,780","73,530"
03/05/2019,191.016.254.682,10/05/2019,7,"73,0000","73,999","73,766"
02/05/2019,192.120.200.000,09/05/2019,7,"73,5000","74,195","74,069"
30/04/2019,183.347.884.295,08/05/2019,8,"72,2460","74,240","73,930"
29/04/2019,207.098.863.776,07/05/2019,8,"71,1400","74,239","73,191"
26/04/2019,196.585.595.330,06/05/2019,10,"68,0000","73,250","71,868"
25/04/2019,183.382.984.633,03/05/2019,8,"68,4010","73,000","71,039"
24/04/2019,172.398.751.029,02/05/2019,8,"67,7500","69,080","68,366"
23/04/2019,185.674.871.216,30/04/2019,7,"66,7040","68,296","67,891"
22/04/2019,197.830.711.375,29/04/2019,7,"66,4900","68,385","67,872"
17/04/2019,255.586.050.034,26/04/2019,9,"66,5790","68,390","67,120"
16/04/2019,216.773.418.389,25/04/2019,9,"66,4500","66,899","66,792"
15/04/2019,198.134.874.058,24/04/2019,9,"66,2000","66,950","66,852"
12/04/2019,203.509.572.746,23/04/2019,11,"66,4000","67,000","66,860"
11/04/2019,205.983.714.019,22/04/2019,11,"66,3000","67,000","66,813"
10/04/2019,199.637.378.666,17/04/2019,7,"66,4000","67,047","66,755"
09/04/2019,204.750.977.507,16/04/2019,7,"66,6000","67,048","66,937"
08/04/2019,197.763.209.207,15/04/2019,7,"66,7500","67,298","67,172"
05/04/2019,218.098.947.621,12/04/2019,7,"66,9000","67,598","67,379"
04/04/2019,210.023.294.875,11/04/2019,7,"67,0040","67,900","67,691"
03/04/2019,201.879.314.611,10/04/2019,7,"67,4900","68,190","67,981"
01/04/2019,202.983.800.033,09/04/2019,8,"66,1000","68,500","68,149"
29/03/2019,166.002.623.523,08/04/2019,10,"66,2500","68,650","68,155"
28/03/2019,186.063.234.016,05/04/2019,8,"67,5000","68,648","68,349"
27/03/2019,201.445.493.046,04/04/2019,8,"65,4000","68,500","67,758"
26/03/2019,190.800.798.430,03/04/2019,8,"65,4000","67,496","66,925"
25/03/2019,183.326.035.412,01/04/2019,7,"65,4000","67,200","66,827"
22/03/2019,210.026.699.622,29/03/2019,7,"65,4000","67,299","66,655"
21/03/2019,187.513.327.022,28/03/2019,7,"64,9879","66,200","65,758"
20/03/2019,210.121.597.190,27/03/2019,7,"63,5999","65,990","64,885"
19/03/2019,209.081.093.853,26/03/2019,7,"62,9900","64,200","63,873"
18/03/2019,190.378.845.051,25/03/2019,7,"62,1001","64,039","63,707"
15/03/2019,204.862.565.157,22/03/2019,7,"61,9856","64,180","63,744"
14/03/2019,202.220.711.413,21/03/2019,7,"62,0001","64,250","63,664"
13/03/2019,201.038.835.477,20/03/2019,7,"61,0000","64,149","63,328"
12/03/2019,200.000.000.000,19/03/2019,7,"58,0000","63,500","62,119"
11/03/2019,185.726.568.392,18/03/2019,7,"57,0000","60,730","59,863"
08/03/2019,206.191.753.154,15/03/2019,7,"52,0000","60,491","57,894"
07/03/2019,223.174.407.755,14/03/2019,7,"49,4900","53,499","51,862"
06/03/2019,200.526.817.921,13/03/2019,7,"48,7515","51,450","50,551"
01/03/2019,200.000.000.000,12/03/2019,11,"47,9990","50,540","50,219"
28/02/2019,153.343.984.573,11/02/2019,11,"48,0000","50,480","50,127"
27/02/2019,185.000.000.000,08/03/2019,9,"48,0000","50,490","49,982"
26/02/2019,160.000.000.000,07/03/2019,9,"48,0000","50,492","50,065"
25/02/2019,160.000.000.000,06/03/2019,9,"47,0000","50,496","49,829"
22/02/2019,166.694.026.641,01/03/2019,7,"47,0000","50,500","49,521"
21/02/2019,183.875.456.693,28/02/2019,7,"44,0013","50,500","49,026"
20/02/2019,212.660.537.681,27/02/2019,7,"40,4986","49,989","46,014"
19/02/2019,180.000.000.000,26/02/2019,7,"43,2501","44,988","44,486"
18/02/2019,190.000.000.000,25/02/2019,7,"43,2008","44,749","44,312"
15/02/2019,185.000.000.000,22/02/2019,7,"42,9993","44,599","44,214"
14/02/2019,180.000.000.000,21/02/2019,7,"42,9993","44,650","43,937"
13/02/2019,200.000.000.000,20/02/2019,7,"42,9993","44,690","43,971"
12/02/2019,190.000.000.000,19/02/2019,7,"43,3015","44,749","44,356"
11/02/2019,190.000.000.000,18/02/2019,7,"43,8900","45,720","45,155"
08/02/2019,185.000.000.000,15/02/2019,7,"44,9400","46,500","46,243"
07/02/2019,180.000.000.000,14/02/2019,7,"46,0012","47,890","47,550"
06/02/2019,175.000.000.000,13/02/2019,7,"48,4800","49,001","48,824"
05/02/2019,185.000.000.000,12/02/2019,7,"49,4749","50,394","50,020"
04/02/2019,180.000.000.000,11/02/2019,7,"49,9949","51,749","51,304"
01/02/2019,170.000.000.000,08/02/2019,7,"51,4950","52,940","52,441"
31/01/2019,145.000.000.000,07/02/2019,7,"53,5000","54,000","53,687"
30/01/2019,160.000.000.000,06/02/2019,7,"51,9990","55,190","54,889"
29/01/2019,150.000.000.000,05/02/2019,7,"54,9780","55,949","55,639"
28/01/2019,140.000.000.000,04/02/2019,7,"55,2510","56,492","56,314"
25/01/2019,148.976.608.165,01/02/2019,7,"55,7460","56,780","56,598"
24/01/2019,141.800.900.000,31/01/2019,7,"55,9970","56,988","56,697"
23/01/2019,155.727.050.142,30/01/2019,7,"56,2500","57,148","56,872"
22/01/2019,198.284.164.742,29/01/2019,7,"56,2520","57,240","56,942"
21/01/2019,170.307.395.198,28/01/2019,7,"56,4980","57,339","57,134"
18/01/2019,162.323.800.026,25/01/2019,7,"56,4980","57,340","57,253"
17/01/2019,147.827.187.103,24/01/2019,7,"56,6000","57,650","57,316"
16/01/2019,164.097.050.731,23/01/2019,7,"56,8000","57,750","57,542"
15/01/2019,211.630.718.876,22/01/2019,7,"57,0500","58,000","57,610"
14/01/2019,172.096.394.981,21/01/2019,7,"57,2500","58,250","57,801"
11/01/2019,140.352.708.604,18/01/2019,7,"56,9990","58,450","58,107"
10/01/2019,151.332.806.343,17/01/2019,7,"57,7500","58,747","58,459"
09/01/2019,155.303.160.906,16/01/2019,7,"58,0000","58,997","58,782"
08/01/2019,211.184.585.451,15/01/2019,7,"58,2460","59,147","58,800"
07/01/2019,193.244.169.439,14/01/2019,7,"58,4960","59,300","58,964"
04/01/2019,129.762.603.739,11/01/2019,7,"58,5020","59,450","59,287"
03/01/2019,151.371.142.046,10/01/2019,7,"58,5000","59,600","59,435"
02/01/2019,130.436.296.170,09/01/2019,7,"58,4750","59,739","59,413"
28/12/2018,216.930.791.448,08/01/2019,11,"58,5000","59,850","59,252"
27/12/2018,176.006.349.183,07/01/2019,11,"58,5000","59,850","59,394"
26/12/2018,119.755.392.694,04/01/2019,9,"58,1680","59,850","59,356"
21/12/2018,118.269.353.827,03/01/2019,13,"58,4990","59,850","59,383"
20/12/2018,91.487.101.308,02/01/2019,13,"58,9990","59,881","59,582"
19/12/2018,207.401.218.201,28/12/2018,9,"58,7980","59,896","59,445"
18/12/2018,162.652.472.935,27/12/2018,9,"58,7500","59,896","59,441"
17/12/2018,120.514.826.178,26/12/2018,9,"58,4000","59,750","59,411"
14/12/2018,125.132.175.794,21/12/2018,7,"58,4000","59,750","59,077"
13/12/2018,80.748.032.652,20/12/2018,7,"58,4000","59,499","59,164"
12/12/2018,156.296.207.265,19/12/2018,7,"58,4480","59,499","59,133"
11/12/2018,141.171.510.173,18/12/2018,7,"58,0000","59,550","58,966"
10/12/2018,121.663.228.630,17/12/2018,7,"56,9980","59,600","59,226"
07/12/2018,159.753.670.141,14/12/2018,7,"58,0000","59,700","59,160"
06/12/2018,108.651.043.228,13/12/2018,7,"57,9470","59,728","59,009"
05/12/2018,177.040.196.818,12/12/2018,7,"56,9980","59,744","59,102"
04/12/2018,163.632.726.035,11/12/2018,7,"60,0000","60,016","60,003"
03/12/2018,160.231.324.237,10/12/2018,7,"60,0000","60,490","60,278"
29/11/2018,189.161.659.612,07/12/2018,8,"60,0000","61,026","60,753"
28/11/2018,120.050.647.648,06/12/2018,8,"60,0000","61,447","61,198"
27/11/2018,140.075.161.357,05/12/2018,8,"60,0000","61,691","61,248"
26/11/2018,134.579.200.000,04/12/2018,8,"60,0000","61,749","61,237"
23/11/2018,134.844.043.722,03/12/2018,10,"60,0000","61,749","61,405"
22/11/2018,145.742.117.627,29/11/2018,7,"60,0000","62,000","61,699"
21/11/2018,97.933.618.729,28/11/2018,7,"60,0000","62,397","61,954"
20/11/2018,93.325.355.685,27/11/2018,7,"60,0000","62,500","62,118"
16/11/2018,132.265.917.764,26/11/2018,10,"60,0000","62,991","62,208"
15/11/2018,183.543.240.259,23/11/2018,8,"60,0000","63,496","62,499"
14/11/2018,174.744.982.217,22/11/2018,8,"60,0000","64,099","63,291"
13/11/2018,73.419.699.452,21/11/2018,8,"65,0000","65,200","65,044"
12/11/2018,111.981.287.997,20/11/2018,8,"65,0000","66,000","65,772"
09/11/2018,139.274.423.589,16/11/2018,7,"65,0000","66,897","66,654"
08/11/2018,176.609.652.324,15/11/2018,7,"65,0000","67,499","67,133"
07/11/2018,167.157.607.414,14/11/2018,7,"65,0000","68,090","67,433"
05/11/2018,96.070.652.196,12/11/2018,7,"65,0000","68,500","68,197"
02/11/2018,139.379.808.061,09/11/2018,7,"65,0000","69,001","68,519"
01/11/2018,173.744.224.617,08/11/2018,7,"65,0000","69,599","68,801"
31/10/2018,154.492.494.954,07/11/2018,7,"65,0000","69,990","68,048"
30/10/2018,109.441.070.294,07/11/2018,8,"65,0000","70,900","70,048"
29/10/2018,39.370.000.000,05/11/2018,7,"65,0000","71,029","70,626"
26/10/2018,125.041.910.682,02/11/2018,7,"65,0000","72,498","71,756"
25/10/2018,155.886.270.873,01/11/2018,7,"65,0000","72,691","71,935"
24/10/2018,159.136.331.637,31/10/2018,7,"65,0000","72,750","71,869"
23/10/2018,110.929.136.164,30/10/2018,7,"65,0000","72,996","71,392"
22/10/2018,12.410.000.000,29/10/2018,7,"65,0000","72,010","71,729"
19/10/2018,135.643.846.659,26/10/2018,7,"65,0000","73,890","72,881"
18/10/2018,152.373.250.513,25/10/2018,7,"65,0000","73,900","72,537"
17/10/2018,185.053.412.341,24/10/2018,7,"65,0000","73,920","72,661"
16/10/2018,132.119.424.050,23/10/2018,7,"65,0000","73,920","72,198"
12/10/2018,103.302.867.923,19/10/2018,7,"65,0000","73,902","71,997"
11/10/2018,98.843.181.995,18/10/2018,7,"65,0000","73,988","72,728"
10/10/2018,107.774.231.017,17/10/2018,7,"65,0000","73,988","72,409"
09/10/2018,60.108.365.525,16/10/2018,7,"65,0000","73,999","72,602"
08/10/2018,82.995.551.781,16/10/2018,8,"65,0000","74,050","73,524"
05/10/2018,104.830.894.742,12/10/2018,7,"65,0000","74,101","73,314"
04/10/2018,97.708.674.359,11/10/2018,7,"65,0000","74,037","72,831"
03/10/2018,109.519.938.724,10/10/2018,7,"65,0000","74,037","71,267"
02/10/2018,52.815.000.000,09/10/2018,7,"65,0000","73,000","69,465"
01/10/2018,71.060.000.000,08/10/2018,7,"65,0000","71,999","67,175"
